"Time","edge-server-cv-74d975f7cd-ssg2f Response"
2022-04-15 18:06:00,280 ms
2022-04-15 18:06:02,311 ms
2022-04-15 18:06:04,298 ms
2022-04-15 18:06:06,309 ms
2022-04-15 18:06:08,312 ms
2022-04-15 18:06:10,279 ms
2022-04-15 18:06:12,280 ms
2022-04-15 18:06:14,285 ms
2022-04-15 18:06:16,339 ms
2022-04-15 18:06:18,397 ms
2022-04-15 18:06:20,415 ms
2022-04-15 18:06:22,455 ms
2022-04-15 18:06:24,441 ms
2022-04-15 18:06:26,433 ms
2022-04-15 18:06:28,446 ms
2022-04-15 18:06:30,300 ms
2022-04-15 18:06:32,313 ms
2022-04-15 18:06:34,257 ms
2022-04-15 18:06:36,279 ms
2022-04-15 18:06:38,279 ms
2022-04-15 18:06:40,420 ms
2022-04-15 18:06:42,358 ms
2022-04-15 18:06:44,335 ms
2022-04-15 18:06:46,335 ms
2022-04-15 18:06:48,259 ms
2022-04-15 18:06:50,274 ms
2022-04-15 18:06:52,491 ms
2022-04-15 18:06:54,388 ms
2022-04-15 18:06:56,388 ms
2022-04-15 18:06:58,404 ms
2022-04-15 18:07:00,286 ms
2022-04-15 18:07:02,301 ms
2022-04-15 18:07:04,312 ms
2022-04-15 18:07:06,306 ms
2022-04-15 18:07:08,270 ms
2022-04-15 18:07:10,257 ms
2022-04-15 18:07:12,257 ms
2022-04-15 18:07:14,247 ms
2022-04-15 18:07:16,318 ms
2022-04-15 18:07:18,355 ms
2022-04-15 18:07:20,389 ms
2022-04-15 18:07:22,407 ms
2022-04-15 18:07:24,433 ms
2022-04-15 18:07:26,391 ms
2022-04-15 18:07:28,320 ms
2022-04-15 18:07:30,261 ms
2022-04-15 18:07:32,257 ms
2022-04-15 18:07:34,256 ms
2022-04-15 18:07:36,269 ms
2022-04-15 18:07:38,293 ms
2022-04-15 18:07:40,315 ms
2022-04-15 18:07:42,330 ms
2022-04-15 18:07:44,330 ms
2022-04-15 18:07:46,346 ms
2022-04-15 18:07:48,376 ms
2022-04-15 18:07:50,356 ms
2022-04-15 18:07:52,376 ms
2022-04-15 18:07:54,458 ms
2022-04-15 18:07:56,239 ms
2022-04-15 18:07:58,245 ms
2022-04-15 18:08:00,262 ms
2022-04-15 18:08:02,262 ms
2022-04-15 18:08:04,318 ms
2022-04-15 18:08:06,417 ms
2022-04-15 18:08:08,457 ms
2022-04-15 18:08:10,507 ms
2022-04-15 18:08:12,461 ms
2022-04-15 18:08:14,391 ms
2022-04-15 18:08:16,261 ms
2022-04-15 18:08:18,318 ms
2022-04-15 18:08:20,327 ms
2022-04-15 18:08:22,310 ms
2022-04-15 18:08:24,362 ms
2022-04-15 18:08:26,321 ms
2022-04-15 18:08:28,302 ms
2022-04-15 18:08:30,319 ms
2022-04-15 18:08:32,219 ms
2022-04-15 18:08:34,289 ms
2022-04-15 18:08:36,334 ms
2022-04-15 18:08:38,310 ms
2022-04-15 18:08:40,310 ms
2022-04-15 18:08:42,307 ms
2022-04-15 18:08:44,269 ms
2022-04-15 18:08:46,268 ms
2022-04-15 18:08:48,284 ms
2022-04-15 18:08:50,384 ms
2022-04-15 18:08:52,368 ms
2022-04-15 18:08:54,385 ms
2022-04-15 18:08:56,510 ms
2022-04-15 18:08:58,570 ms
2022-04-15 18:09:00,761 ms
2022-04-15 18:09:02,621 ms
2022-04-15 18:09:04,595 ms
2022-04-15 18:09:06,236 ms
2022-04-15 18:09:08,262 ms
2022-04-15 18:09:10,298 ms
2022-04-15 18:09:12,298 ms
2022-04-15 18:09:14,352 ms
2022-04-15 18:09:16,384 ms
2022-04-15 18:09:18,410 ms
2022-04-15 18:09:20,402 ms
2022-04-15 18:09:22,432 ms
2022-04-15 18:09:24,349 ms
2022-04-15 18:09:26,316 ms
2022-04-15 18:09:28,321 ms
2022-04-15 18:09:30,322 ms
2022-04-15 18:09:32,318 ms
2022-04-15 18:09:34,313 ms
2022-04-15 18:09:36,312 ms
2022-04-15 18:09:38,300 ms
2022-04-15 18:09:40,276 ms
2022-04-15 18:09:42,267 ms
2022-04-15 18:09:44,270 ms
2022-04-15 18:09:46,241 ms
2022-04-15 18:09:48,252 ms
2022-04-15 18:09:50,275 ms
2022-04-15 18:09:52,273 ms
2022-04-15 18:09:54,273 ms
2022-04-15 18:09:56,281 ms
2022-04-15 18:09:58,408 ms
2022-04-15 18:10:00,408 ms
2022-04-15 18:10:02,383 ms
2022-04-15 18:10:04,429 ms
2022-04-15 18:10:06,332 ms
2022-04-15 18:10:08,332 ms
2022-04-15 18:10:10,569 ms
2022-04-15 18:10:12,529 ms
2022-04-15 18:10:14,485 ms
2022-04-15 18:10:16,451 ms
2022-04-15 18:10:18,367 ms
2022-04-15 18:10:20,269 ms
2022-04-15 18:10:22,271 ms
2022-04-15 18:10:24,298 ms
2022-04-15 18:10:26,283 ms
2022-04-15 18:10:28,403 ms
2022-04-15 18:10:30,362 ms
2022-04-15 18:10:32,343 ms
2022-04-15 18:10:34,368 ms
2022-04-15 18:10:36,256 ms
2022-04-15 18:10:38,249 ms
2022-04-15 18:10:40,238 ms
2022-04-15 18:10:42,248 ms
2022-04-15 18:10:44,391 ms
2022-04-15 18:10:46,454 ms
2022-04-15 18:10:48,454 ms
2022-04-15 18:10:50,540 ms
2022-04-15 18:10:52,703 ms
2022-04-15 18:10:54,529 ms
2022-04-15 18:10:56,529 ms
2022-04-15 18:10:58,413 ms
2022-04-15 18:11:00,251 ms
2022-04-15 18:11:02,267 ms
2022-04-15 18:11:04,270 ms
2022-04-15 18:11:06,292 ms
2022-04-15 18:11:08,354 ms
2022-04-15 18:11:10,462 ms
2022-04-15 18:11:12,494 ms
2022-04-15 18:11:14,540 ms
2022-04-15 18:11:16,542 ms
2022-04-15 18:11:18,303 ms
2022-04-15 18:11:20,303 ms
2022-04-15 18:11:22,289 ms
2022-04-15 18:11:24,997 ms
2022-04-15 18:11:26,997 ms
2022-04-15 18:11:28,768 ms
2022-04-15 18:11:30,654 ms
2022-04-15 18:11:32,659 ms
2022-04-15 18:11:34,303 ms
2022-04-15 18:11:36,304 ms
2022-04-15 18:11:38,354 ms
2022-04-15 18:11:40,362 ms
2022-04-15 18:11:42,376 ms
2022-04-15 18:11:44,412 ms
2022-04-15 18:11:46,348 ms
2022-04-15 18:11:48,423 ms
2022-04-15 18:11:50,423 ms
2022-04-15 18:11:52,423 ms
2022-04-15 18:11:54,417 ms
2022-04-15 18:11:56,289 ms
2022-04-15 18:11:58,277 ms
2022-04-15 18:12:00,277 ms
2022-04-15 18:12:02,483 ms
2022-04-15 18:12:04,688 ms
2022-04-15 18:12:06,613 ms
2022-04-15 18:12:08,689 ms
2022-04-15 18:12:10,689 ms
2022-04-15 18:12:12,272 ms
2022-04-15 18:12:14,262 ms
2022-04-15 18:12:16,253 ms
2022-04-15 18:12:18,258 ms
2022-04-15 18:12:20,267 ms
2022-04-15 18:12:22,346 ms
2022-04-15 18:12:24,444 ms
2022-04-15 18:12:26,519 ms
2022-04-15 18:12:28,583 ms
2022-04-15 18:12:30,877 ms
2022-04-15 18:12:32,
2022-04-15 18:12:34,
2022-04-15 18:12:36,
2022-04-15 18:12:38,
2022-04-15 18:12:40,
2022-04-15 18:12:42,270 ms
2022-04-15 18:12:44,270 ms
2022-04-15 18:12:46,284 ms
2022-04-15 18:12:48,284 ms
2022-04-15 18:12:50,411 ms
2022-04-15 18:12:52,458 ms
2022-04-15 18:12:54,524 ms
2022-04-15 18:12:56,541 ms
2022-04-15 18:12:58,541 ms
2022-04-15 18:13:00,345 ms
2022-04-15 18:13:02,345 ms
2022-04-15 18:13:04,329 ms
2022-04-15 18:13:06,300 ms
2022-04-15 18:13:08,300 ms
2022-04-15 18:13:10,255 ms
2022-04-15 18:13:12,246 ms
2022-04-15 18:13:14,276 ms
2022-04-15 18:13:16,266 ms
2022-04-15 18:13:18,
2022-04-15 18:13:20,310 ms
2022-04-15 18:13:22,489 ms
2022-04-15 18:13:24,489 ms
2022-04-15 18:13:26,391 ms
2022-04-15 18:13:28,370 ms
2022-04-15 18:13:30,402 ms
2022-04-15 18:13:32,331 ms
2022-04-15 18:13:34,331 ms
2022-04-15 18:13:36,402 ms
2022-04-15 18:13:38,302 ms
2022-04-15 18:13:40,286 ms
2022-04-15 18:13:42,286 ms
2022-04-15 18:13:44,269 ms
2022-04-15 18:13:46,269 ms
2022-04-15 18:13:48,269 ms
2022-04-15 18:13:50,266 ms
2022-04-15 18:13:52,268 ms
2022-04-15 18:13:54,287 ms
2022-04-15 18:13:56,392 ms
2022-04-15 18:13:58,392 ms
2022-04-15 18:14:00,411 ms
2022-04-15 18:14:02,427 ms
2022-04-15 18:14:04,514 ms
2022-04-15 18:14:06,240 ms
2022-04-15 18:14:08,240 ms
2022-04-15 18:14:10,240 ms
2022-04-15 18:14:12,
2022-04-15 18:14:14,431 ms
2022-04-15 18:14:16,357 ms
2022-04-15 18:14:18,331 ms
2022-04-15 18:14:20,327 ms
2022-04-15 18:14:22,292 ms
2022-04-15 18:14:24,292 ms
2022-04-15 18:14:26,286 ms
2022-04-15 18:14:28,291 ms
2022-04-15 18:14:30,345 ms
2022-04-15 18:14:32,328 ms
2022-04-15 18:14:34,343 ms
2022-04-15 18:14:36,361 ms
2022-04-15 18:14:38,282 ms
2022-04-15 18:14:40,307 ms
2022-04-15 18:14:42,331 ms
2022-04-15 18:14:44,405 ms
2022-04-15 18:14:46,373 ms
2022-04-15 18:14:48,373 ms
2022-04-15 18:14:50,371 ms
2022-04-15 18:14:52,335 ms
2022-04-15 18:14:54,333 ms
2022-04-15 18:14:56,365 ms
2022-04-15 18:14:58,558 ms
2022-04-15 18:15:00,558 ms
2022-04-15 18:15:02,558 ms
2022-04-15 18:15:04,413 ms
2022-04-15 18:15:06,445 ms
2022-04-15 18:15:08,280 ms
2022-04-15 18:15:10,504 ms
2022-04-15 18:15:12,540 ms
2022-04-15 18:15:14,598 ms
2022-04-15 18:15:16,672 ms
2022-04-15 18:15:18,588 ms
2022-04-15 18:15:20,374 ms
2022-04-15 18:15:22,343 ms
2022-04-15 18:15:24,323 ms
2022-04-15 18:15:26,278 ms
2022-04-15 18:15:28,299 ms
2022-04-15 18:15:30,297 ms
2022-04-15 18:15:32,306 ms
2022-04-15 18:15:34,306 ms
2022-04-15 18:15:36,283 ms
2022-04-15 18:15:38,290 ms
2022-04-15 18:15:40,288 ms
2022-04-15 18:15:42,288 ms
2022-04-15 18:15:44,288 ms
2022-04-15 18:15:46,291 ms
2022-04-15 18:15:48,291 ms
2022-04-15 18:15:50,291 ms
2022-04-15 18:15:52,291 ms
2022-04-15 18:15:54,281 ms
2022-04-15 18:15:56,280 ms
2022-04-15 18:15:58,717 ms
2022-04-15 18:16:00,750 ms
2022-04-15 18:16:02,681 ms
2022-04-15 18:16:04,611 ms
2022-04-15 18:16:06,668 ms
2022-04-15 18:16:08,283 ms
2022-04-15 18:16:10,453 ms
2022-04-15 18:16:12,434 ms
2022-04-15 18:16:14,395 ms
2022-04-15 18:16:16,395 ms
2022-04-15 18:16:18,342 ms
2022-04-15 18:16:20,355 ms
2022-04-15 18:16:22,330 ms
2022-04-15 18:16:24,334 ms
2022-04-15 18:16:26,334 ms
2022-04-15 18:16:28,324 ms
2022-04-15 18:16:30,319 ms
2022-04-15 18:16:32,319 ms
2022-04-15 18:16:34,309 ms
2022-04-15 18:16:36,317 ms
2022-04-15 18:16:38,314 ms
2022-04-15 18:16:40,300 ms
2022-04-15 18:16:42,298 ms
2022-04-15 18:16:44,298 ms
2022-04-15 18:16:46,272 ms
2022-04-15 18:16:48,278 ms
2022-04-15 18:16:50,290 ms
2022-04-15 18:16:52,307 ms
2022-04-15 18:16:54,399 ms
2022-04-15 18:16:56,399 ms
2022-04-15 18:16:58,418 ms
2022-04-15 18:17:00,469 ms
2022-04-15 18:17:02,685 ms
2022-04-15 18:17:04,793 ms
2022-04-15 18:17:06,701 ms
2022-04-15 18:17:08,647 ms
2022-04-15 18:17:10,601 ms
2022-04-15 18:17:12,398 ms
2022-04-15 18:17:14,292 ms
2022-04-15 18:17:16,292 ms
2022-04-15 18:17:18,272 ms
2022-04-15 18:17:20,272 ms
2022-04-15 18:17:22,
2022-04-15 18:17:24,230 ms
2022-04-15 18:17:26,623 ms
2022-04-15 18:17:28,552 ms
2022-04-15 18:17:30,566 ms
2022-04-15 18:17:32,734 ms
2022-04-15 18:17:34,734 ms
2022-04-15 18:17:36,455 ms
2022-04-15 18:17:38,498 ms
2022-04-15 18:17:40,390 ms
2022-04-15 18:17:42,390 ms
2022-04-15 18:17:44,387 ms
2022-04-15 18:17:46,291 ms
2022-04-15 18:17:48,291 ms
2022-04-15 18:17:50,284 ms
2022-04-15 18:17:52,284 ms
2022-04-15 18:17:54,316 ms
2022-04-15 18:17:56,315 ms
2022-04-15 18:17:58,295 ms
2022-04-15 18:18:00,371 ms
2022-04-15 18:18:02,381 ms
2022-04-15 18:18:04,381 ms
2022-04-15 18:18:06,402 ms
2022-04-15 18:18:08,265 ms
2022-04-15 18:18:10,253 ms
2022-04-15 18:18:12,253 ms
2022-04-15 18:18:14,265 ms
2022-04-15 18:18:16,265 ms
2022-04-15 18:18:18,277 ms
2022-04-15 18:18:20,301 ms
2022-04-15 18:18:22,305 ms
2022-04-15 18:18:24,301 ms
2022-04-15 18:18:26,278 ms
2022-04-15 18:18:28,278 ms
2022-04-15 18:18:30,278 ms
2022-04-15 18:18:32,239 ms
2022-04-15 18:18:34,227 ms
2022-04-15 18:18:36,225 ms
2022-04-15 18:18:38,265 ms
2022-04-15 18:18:40,308 ms
2022-04-15 18:18:42,318 ms
2022-04-15 18:18:44,337 ms
2022-04-15 18:18:46,344 ms
2022-04-15 18:18:48,379 ms
2022-04-15 18:18:50,379 ms
2022-04-15 18:18:52,354 ms
2022-04-15 18:18:54,351 ms
2022-04-15 18:18:56,358 ms
2022-04-15 18:18:58,265 ms
2022-04-15 18:19:00,271 ms
2022-04-15 18:19:02,268 ms
2022-04-15 18:19:04,258 ms
2022-04-15 18:19:06,261 ms
2022-04-15 18:19:08,269 ms
2022-04-15 18:19:10,275 ms
2022-04-15 18:19:12,274 ms
2022-04-15 18:19:14,327 ms
2022-04-15 18:19:16,327 ms
2022-04-15 18:19:18,329 ms
2022-04-15 18:19:20,356 ms
2022-04-15 18:19:22,381 ms
2022-04-15 18:19:24,376 ms
2022-04-15 18:19:26,376 ms
2022-04-15 18:19:28,400 ms
2022-04-15 18:19:30,342 ms
2022-04-15 18:19:32,336 ms
2022-04-15 18:19:34,308 ms
2022-04-15 18:19:36,323 ms
2022-04-15 18:19:38,313 ms
2022-04-15 18:19:40,348 ms
2022-04-15 18:19:42,347 ms
2022-04-15 18:19:44,374 ms
2022-04-15 18:19:46,396 ms
2022-04-15 18:19:48,404 ms
2022-04-15 18:19:50,439 ms
2022-04-15 18:19:52,496 ms
2022-04-15 18:19:54,285 ms
2022-04-15 18:19:56,282 ms
2022-04-15 18:19:58,284 ms
2022-04-15 18:20:00,285 ms
2022-04-15 18:20:02,285 ms
2022-04-15 18:20:04,282 ms
2022-04-15 18:20:06,268 ms
2022-04-15 18:20:08,264 ms
2022-04-15 18:20:10,430 ms
2022-04-15 18:20:12,454 ms
2022-04-15 18:20:14,560 ms
2022-04-15 18:20:16,560 ms
2022-04-15 18:20:18,265 ms
2022-04-15 18:20:20,519 ms
2022-04-15 18:20:22,480 ms
2022-04-15 18:20:24,480 ms
2022-04-15 18:20:26,454 ms
2022-04-15 18:20:28,303 ms
2022-04-15 18:20:30,289 ms
2022-04-15 18:20:32,303 ms
2022-04-15 18:20:34,303 ms
2022-04-15 18:20:36,304 ms
2022-04-15 18:20:38,304 ms
2022-04-15 18:20:40,272 ms
2022-04-15 18:20:42,247 ms
2022-04-15 18:20:44,260 ms
2022-04-15 18:20:46,260 ms
2022-04-15 18:20:48,244 ms
2022-04-15 18:20:50,244 ms
2022-04-15 18:20:52,232 ms
2022-04-15 18:20:54,210 ms
2022-04-15 18:20:56,210 ms
2022-04-15 18:20:58,240 ms
2022-04-15 18:21:00,260 ms
2022-04-15 18:21:02,265 ms
2022-04-15 18:21:04,322 ms
2022-04-15 18:21:06,308 ms
2022-04-15 18:21:08,321 ms
2022-04-15 18:21:10,332 ms
2022-04-15 18:21:12,324 ms
2022-04-15 18:21:14,295 ms
2022-04-15 18:21:16,304 ms
2022-04-15 18:21:18,316 ms
2022-04-15 18:21:20,316 ms
2022-04-15 18:21:22,319 ms
2022-04-15 18:21:24,281 ms
2022-04-15 18:21:26,381 ms
2022-04-15 18:21:28,371 ms
2022-04-15 18:21:30,335 ms
2022-04-15 18:21:32,364 ms
2022-04-15 18:21:34,364 ms
2022-04-15 18:21:36,309 ms
2022-04-15 18:21:38,296 ms
2022-04-15 18:21:40,280 ms
2022-04-15 18:21:42,239 ms
2022-04-15 18:21:44,264 ms
2022-04-15 18:21:46,300 ms
2022-04-15 18:21:48,305 ms
2022-04-15 18:21:50,315 ms
2022-04-15 18:21:52,286 ms
2022-04-15 18:21:54,263 ms
2022-04-15 18:21:56,266 ms
2022-04-15 18:21:58,283 ms
2022-04-15 18:22:00,285 ms
2022-04-15 18:22:02,285 ms
2022-04-15 18:22:04,275 ms
2022-04-15 18:22:06,252 ms
2022-04-15 18:22:08,260 ms
2022-04-15 18:22:10,260 ms
2022-04-15 18:22:12,290 ms
2022-04-15 18:22:14,290 ms
2022-04-15 18:22:16,293 ms
2022-04-15 18:22:18,342 ms
2022-04-15 18:22:20,361 ms
2022-04-15 18:22:22,337 ms
2022-04-15 18:22:24,341 ms
2022-04-15 18:22:26,266 ms
2022-04-15 18:22:28,283 ms
2022-04-15 18:22:30,285 ms
2022-04-15 18:22:32,272 ms
2022-04-15 18:22:34,278 ms
2022-04-15 18:22:36,271 ms
2022-04-15 18:22:38,265 ms
2022-04-15 18:22:40,270 ms
2022-04-15 18:22:42,285 ms
2022-04-15 18:22:44,274 ms
2022-04-15 18:22:46,332 ms
2022-04-15 18:22:48,347 ms
2022-04-15 18:22:50,410 ms
2022-04-15 18:22:52,389 ms
2022-04-15 18:22:54,485 ms
2022-04-15 18:22:56,485 ms
2022-04-15 18:22:58,473 ms
2022-04-15 18:23:00,379 ms
2022-04-15 18:23:02,410 ms
2022-04-15 18:23:04,286 ms
2022-04-15 18:23:06,293 ms
2022-04-15 18:23:08,264 ms
2022-04-15 18:23:10,264 ms
2022-04-15 18:23:12,289 ms
2022-04-15 18:23:14,289 ms
2022-04-15 18:23:16,580 ms
2022-04-15 18:23:18,426 ms
2022-04-15 18:23:20,426 ms
2022-04-15 18:23:22,412 ms
2022-04-15 18:23:24,412 ms
2022-04-15 18:23:26,252 ms
2022-04-15 18:23:28,257 ms
2022-04-15 18:23:30,299 ms
2022-04-15 18:23:32,296 ms
2022-04-15 18:23:34,296 ms
2022-04-15 18:23:36,296 ms
2022-04-15 18:23:38,294 ms
2022-04-15 18:23:40,
2022-04-15 18:23:42,
2022-04-15 18:23:44,
2022-04-15 18:23:46,766 ms
2022-04-15 18:23:48,545 ms
2022-04-15 18:23:50,545 ms
2022-04-15 18:23:52,458 ms
2022-04-15 18:23:54,303 ms
2022-04-15 18:23:56,284 ms
2022-04-15 18:23:58,284 ms
2022-04-15 18:24:00,284 ms
2022-04-15 18:24:02,312 ms
2022-04-15 18:24:04,312 ms
2022-04-15 18:24:06,312 ms
2022-04-15 18:24:08,312 ms
2022-04-15 18:24:10,353 ms
2022-04-15 18:24:12,318 ms
2022-04-15 18:24:14,585 ms
2022-04-15 18:24:16,571 ms
2022-04-15 18:24:18,559 ms
2022-04-15 18:24:20,539 ms
2022-04-15 18:24:22,468 ms
2022-04-15 18:24:24,374 ms
2022-04-15 18:24:26,360 ms
2022-04-15 18:24:28,272 ms
2022-04-15 18:24:30,272 ms
2022-04-15 18:24:32,259 ms
2022-04-15 18:24:34,256 ms
2022-04-15 18:24:36,228 ms
2022-04-15 18:24:38,242 ms
2022-04-15 18:24:40,231 ms
2022-04-15 18:24:42,232 ms
2022-04-15 18:24:44,230 ms
2022-04-15 18:24:46,243 ms
2022-04-15 18:24:48,260 ms
2022-04-15 18:24:50,260 ms
2022-04-15 18:24:52,282 ms
2022-04-15 18:24:54,325 ms
2022-04-15 18:24:56,333 ms
2022-04-15 18:24:58,333 ms
2022-04-15 18:25:00,510 ms
2022-04-15 18:25:02,691 ms
2022-04-15 18:25:04,639 ms
2022-04-15 18:25:06,639 ms
2022-04-15 18:25:08,589 ms
2022-04-15 18:25:10,306 ms
2022-04-15 18:25:12,305 ms
2022-04-15 18:25:14,286 ms
2022-04-15 18:25:16,336 ms
2022-04-15 18:25:18,335 ms
2022-04-15 18:25:20,344 ms
2022-04-15 18:25:22,344 ms
2022-04-15 18:25:24,281 ms
2022-04-15 18:25:26,286 ms
2022-04-15 18:25:28,
2022-04-15 18:25:30,
2022-04-15 18:25:32,
2022-04-15 18:25:34,308 ms
2022-04-15 18:25:36,292 ms
2022-04-15 18:25:38,292 ms
2022-04-15 18:25:40,292 ms
2022-04-15 18:25:42,288 ms
2022-04-15 18:25:44,280 ms
2022-04-15 18:25:46,282 ms
2022-04-15 18:25:48,252 ms
2022-04-15 18:25:50,285 ms
2022-04-15 18:25:52,382 ms
2022-04-15 18:25:54,409 ms
2022-04-15 18:25:56,349 ms
2022-04-15 18:25:58,338 ms
2022-04-15 18:26:00,356 ms
2022-04-15 18:26:02,245 ms
2022-04-15 18:26:04,256 ms
2022-04-15 18:26:06,189 ms
2022-04-15 18:26:08,189 ms
2022-04-15 18:26:10,
2022-04-15 18:26:12,304 ms
2022-04-15 18:26:14,299 ms
2022-04-15 18:26:16,299 ms
2022-04-15 18:26:18,287 ms
2022-04-15 18:26:20,287 ms
2022-04-15 18:26:22,437 ms
2022-04-15 18:26:24,437 ms
2022-04-15 18:26:26,610 ms
2022-04-15 18:26:28,662 ms
2022-04-15 18:26:30,662 ms
2022-04-15 18:26:32,680 ms
2022-04-15 18:26:34,680 ms
2022-04-15 18:26:36,524 ms
2022-04-15 18:26:38,290 ms
2022-04-15 18:26:40,295 ms
2022-04-15 18:26:42,295 ms
2022-04-15 18:26:44,242 ms
2022-04-15 18:26:46,242 ms
2022-04-15 18:26:48,230 ms
2022-04-15 18:26:50,218 ms
2022-04-15 18:26:52,232 ms
2022-04-15 18:26:54,305 ms
2022-04-15 18:26:56,315 ms
